Full Title,Artist,Genre,Instrument,Year
I'm True to This,Kurtis Blow,Hip-Hop / Rap / R&B,Drums,1988
Only You,Nookie,Electronic / Dance,Drums,1994
Norwegian Wood (This Bird Has Flown),P.M. Dawn,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
Cómo Puedes Vivir Contigo Mismo,Alex Anwandter,Electronic / Dance,Multiple Elements,2011
Conversations,Mutt,Electronic / Dance,Drums,2009
Conversations,Kevin King,Electronic / Dance,Drums,2009
Brain in a Vat,Maynix,Electronic / Dance,Multiple Elements,2019
Work It to the Bone (Chicago Clubhouse Remix),LNR,Electronic / Dance,Drums,1989
3rd Degree Burns,P.I.D.,Hip-Hop / Rap / R&B,Multiple Elements,1991
Letter to the Better,Masta Ace,Hip-Hop / Rap / R&B,Drums,1990
Death Rattle,LSDXOXO,Electronic / Dance,Drums,2018
Think,Spirit (Drum & Bass),Electronic / Dance,Drums,2017
Mama Gave Birth to the Soul Children (The Open University Remix),Queen Latifah,Hip-Hop / Rap / R&B,Multiple Elements,1990
Mama Gave Birth to the Soul Children (The Open University Remix),De La Soul,Hip-Hop / Rap / R&B,Multiple Elements,1990
Bristol,Technimatic,Electronic / Dance,Multiple Elements,2013
Sumo Jungle,Soichi Terada,Electronic / Dance,Drums,1996
Keep Watchin',Michel'le,Hip-Hop / Rap / R&B,Drums,1989
Has It Come to This? (Zed Bias Vocal Mix),The Streets,Electronic / Dance,Multiple Elements,2001
Never Had a Girl Like Me,Nivea,Hip-Hop / Rap / R&B,Vocals / Lyrics,2002
Burning,Chase & Status,Electronic / Dance,Multiple Elements,2019
Burning,Cocoa Tea,Electronic / Dance,Multiple Elements,2019
Art of Drifting,KB,Hip-Hop / Rap / R&B,Vocals / Lyrics,2017
Salta,King Africa,Electronic / Dance,Vocals / Lyrics,1993
Hard Core Rap,Fresh Celeste,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Me and You,Alexia,Electronic / Dance,Multiple Elements,1995
Me and You,Double You,Electronic / Dance,Multiple Elements,1995
Tika Toc,Skibadee,Hip-Hop / Rap / R&B,Vocals / Lyrics,2006
Who Stole the Soul?,Public Enemy,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Romantic (Sexy Mix),Karyn White,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
The Illness,Kid606,Electronic / Dance,Vocals / Lyrics,2003
The Western Tune,PFM,Electronic / Dance,Drums,1995
Promise You This,Snoop Dogg,Hip-Hop / Rap / R&B,Multiple Elements,2017
Goes Like Dis,7A3,Hip-Hop / Rap / R&B,Multiple Elements,1988
Wheel Up,DJ Gunshot,Electronic / Dance,Drums,1994
Hello Miss (Armani XXXChange Remix),Cee-Lo Green,Hip-Hop / Rap / R&B,Drums,2009
Hello Miss (Armani XXXChange Remix),The Good Time Guys,Hip-Hop / Rap / R&B,Drums,2009
Long Been Gone,Submorphics,Electronic / Dance,Drums,2015
The Loop of '88 (113 BPM),Simon Harris,Other,Drums,1988
Party People,DJ Technics,Electronic / Dance,Drums,1998
Da Drumz,Remarc,Electronic / Dance,Drums,2004
La Serenissima,DNA,Electronic / Dance,Multiple Elements,1990
Dopemix Vol. 2,DJ Prince Ice,Hip-Hop / Rap / R&B,Multiple Elements,1989
Immortal Light,G Jones,Electronic / Dance,Drums,2019
Thick Bitch (Hit My Jack),Rockie Fresh,Hip-Hop / Rap / R&B,Vocals / Lyrics,2013
College Girls,Jesse Jaymes,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Electr(on)ic Relaxation,Ta-Ku,Hip-Hop / Rap / R&B,Multiple Elements,2013
One Style,Remarc,Electronic / Dance,Multiple Elements,1996
Zootie,Rezzett,Electronic / Dance,Drums,2014
Servin' Lean,Peewee Longway,Hip-Hop / Rap / R&B,Vocals / Lyrics,2013
Servin' Lean,Gucci Mane,Hip-Hop / Rap / R&B,Vocals / Lyrics,2013
Let the Music Take Control,Tyree,Electronic / Dance,Multiple Elements,1989
WTF!? (Cookie Monsta Remix),Zomboy,Electronic / Dance,Drums,2014
Punish My Love,Delta Heavy,Electronic / Dance,Drums,2015
Magazines,Neef Buck,Hip-Hop / Rap / R&B,Vocals / Lyrics,2013
Magazines,Young Chris,Hip-Hop / Rap / R&B,Vocals / Lyrics,2013
Mositif,Mr. Oizo,Electronic / Dance,Drums,2012
Vous Etes Fous,Benny B,Hip-Hop / Rap / R&B,Drums,1990
Vous Etes Fous,DJ Daddy K,Hip-Hop / Rap / R&B,Drums,1990
St Tropez,Skepta,Hip-Hop / Rap / R&B,Vocals / Lyrics,2020
St Tropez,Chip,Hip-Hop / Rap / R&B,Vocals / Lyrics,2020
St Tropez,Young Adz,Hip-Hop / Rap / R&B,Vocals / Lyrics,2020
Request the Style (Project One Remix),Top Cat,Electronic / Dance,Drums,1994
Lighter,The Dream Team,Electronic / Dance,Drums,1995
Belly,Lil Uzi Vert,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Cold Lampin' With Flavor,Public Enemy,Hip-Hop / Rap / R&B,Vocals / Lyrics,1988
Anything You Want,Tairrie B.,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Anything You Want,Eazy-E,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Summer,Shogun (Drum & Bass),Electronic / Dance,Drums,1995
Двигай Жопой,Scally Milano,Hip-Hop / Rap / R&B,Drums,2022
Live at London,Charly Lownoise,Electronic / Dance,Drums,1995
Live at London,Mental Theo,Electronic / Dance,Drums,1995
Blacklight,Sewerslvt,Electronic / Dance,Drums,2019
Blacklight,Neupink,Electronic / Dance,Drums,2019
The Climax,Paperclip People,Electronic / Dance,Drums,1996
Feelin’ Good (Radio Slave Revenge Remix),Laurent Garnier,Electronic / Dance,Drums,2019
Feelin’ Good (Radio Slave Revenge Remix),Chambray,Electronic / Dance,Drums,2019
Black Comet,Jun Senoue,Soundtrack / Library,Drums,2006
Sweetie,The Dream Team,Electronic / Dance,Drums,1995
Éternité,Jazzy Bazz,Hip-Hop / Rap / R&B,Vocals / Lyrics,2018
Éternité,Nekfeu,Hip-Hop / Rap / R&B,Vocals / Lyrics,2018
Payback (The Final Mixdown),James Brown,Soul / Funk / Disco,Multiple Elements,1988
Bittersweet,Lenzman,Electronic / Dance,Drums,2009
Bittersweet,Riya,Electronic / Dance,Drums,2009
Crazy English Summer (Hiver & Hammer Remix),Faithless,Electronic / Dance,Drums,2002
Crazy English Summer (Hiver & Hammer Remix),Zoë Johnston,Electronic / Dance,Drums,2002
Just a Touch of Love (Everyday),C+C Music Factory,Electronic / Dance,Drums,1990
Just a Touch of Love (Everyday),Zelma Davis,Electronic / Dance,Drums,1990
Don't Stop the Beat,The Beatmasters,Electronic / Dance,Vocals / Lyrics,1989
Don't Stop the Beat,MC Triple O,Electronic / Dance,Vocals / Lyrics,1989
Get Me High,Franky Wah,Electronic / Dance,Multiple Elements,2019
Wanna Feel Love,Dr Meaker,Electronic / Dance,Drums,2016
Wanna Feel Love,Yolanda 'Koko' Quartey,Electronic / Dance,Drums,2016
Death Meadow,Graves,Electronic / Dance,Vocals / Lyrics,2016
Death Meadow,iNT3L,Electronic / Dance,Vocals / Lyrics,2016
Feel the Groove,Cartouche,Electronic / Dance,Drums,1990
Posers and Camera Phones,Venetian Snares,Electronic / Dance,Drums,2010
I.N.Y.N,Surkin,Electronic / Dance,Vocals / Lyrics,2011
Mr. Worldwide (Intro),Pitbull,Hip-Hop / Rap / R&B,Drums,2011
Mr. Worldwide (Intro),Vein,Hip-Hop / Rap / R&B,Drums,2011
Changes Part 1 (Rave Mix),Tech Man 1,Electronic / Dance,Multiple Elements,1991
Piano Tune,Peshay,Electronic / Dance,Drums,1995
Get Pepped,Skinny Boys,Hip-Hop / Rap / R&B,Drums,1988
Deeper and Deeper (Live),Madonna,Rock / Pop,Vocals / Lyrics,1994
Ceasefire,Citadel of Kaos,Electronic / Dance,Drums,1993
誰是我 (수시아),Seo Taiji and Boys,Rock / Pop,Drums,1993
Give It Up,Public Enemy,Hip-Hop / Rap / R&B,Vocals / Lyrics,1994
Composure,Aka,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Special Dedication (Ladies Mix),DJ Nut Nut,Electronic / Dance,Drums,1994
What's on Your Mind (House Party II Rap Theme),Eric B. & Rakim,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Never Never Land,UMC's,Hip-Hop / Rap / R&B,Drums,1991
Bless the Funk,Double J,Hip-Hop / Rap / R&B,Drums,1989
Aftermath,Nightmares on Wax,Electronic / Dance,Drums,1990
Get Loose Now,2 Live Crew,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
No Time 2 Love,DJ Marky,Electronic / Dance,Drums,2006
No Time 2 Love,Bungle,Electronic / Dance,Drums,2006
Runaway,Slick Rick,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Because of You,Gustaph,Rock / Pop,Vocals / Lyrics,2023
Make Time,Shanti Celeste,Electronic / Dance,Multiple Elements,2017
Labyrinth,Zomby,Electronic / Dance,Drums,2011
Camelot Fossil,Ceephax Acid Crew,Electronic / Dance,Drums,2006
Better With the Lights Off (Funkymix),New Boyz,Hip-Hop / Rap / R&B,Vocals / Lyrics,2011
Better With the Lights Off (Funkymix),Chris Brown,Hip-Hop / Rap / R&B,Vocals / Lyrics,2011
Tricky Disco,Tricky Disco,Electronic / Dance,Vocals / Lyrics,1990
Banned From the Motherland,Josh Pan,Hip-Hop / Rap / R&B,Vocals / Lyrics,2016
Banned From the Motherland,Dumbfoundead,Hip-Hop / Rap / R&B,Vocals / Lyrics,2016
Banned From the Motherland,Simon D,Hip-Hop / Rap / R&B,Vocals / Lyrics,2016
Banned From the Motherland,Jay Park,Hip-Hop / Rap / R&B,Vocals / Lyrics,2016
Banned From the Motherland,G2,Hip-Hop / Rap / R&B,Vocals / Lyrics,2016
Furthest Thing,Trippy Turtle,Electronic / Dance,Drums,2014
La Serenissima,Mike Candys,Electronic / Dance,Vocals / Lyrics,2009
La Serenissima,Jack Holiday,Electronic / Dance,Vocals / Lyrics,2009
Horizon,Noisia,Electronic / Dance,Drums,2022
Horizon,Skrillex,Electronic / Dance,Drums,2022
Horizon,Thys,Electronic / Dance,Drums,2022
Horizon,Sleepnet,Electronic / Dance,Drums,2022
ME STAJE APPENNENN' AMÒ,Liberato,Electronic / Dance,Vocals / Lyrics,2019
Sveglia,Crookers,Electronic / Dance,Vocals / Lyrics,2008
Kim Jesteś?,Medium,Hip-Hop / Rap / R&B,Drums,2012
Just Let Go,Petra & Co,Electronic / Dance,Drums,1989
Caliber,Desiigner,Hip-Hop / Rap / R&B,Vocals / Lyrics,2016
Two to Make It Right,Seduction,Electronic / Dance,Multiple Elements,1989
Das Da Way We Like 'Em,TLC,Hip-Hop / Rap / R&B,Multiple Elements,1992
Contact,Big Audio Dynamite,Rock / Pop,Drums,1989
Gherkin to Chlorine,Ruby My Dear,Electronic / Dance,Drums,2011
Intergalactic Emotional Breakdown,I Hate Models,Electronic / Dance,Multiple Elements,2019
What a Shame,Rick Ross,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
What a Shame,French Montana,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
Saint or Sinner,Aggro Santos,Electronic / Dance,Multiple Elements,2010
La Zoubida,Lagaf',Electronic / Dance,Vocals / Lyrics,1991
Move Your Body,Tchami,Electronic / Dance,Vocals / Lyrics,2015
Move Your Body,Marshall Jefferson,Electronic / Dance,Vocals / Lyrics,2015
Count on Me,Chase & Status,Electronic / Dance,Drums,2013
Count on Me,Moko,Electronic / Dance,Drums,2013
Jazzy NYC (Underground Edit),Hideki Okugawa,Soundtrack / Library,Vocals / Lyrics,1997
Jazzy NYC (Underground Edit),Yuki Iwai,Soundtrack / Library,Vocals / Lyrics,1997
Excruciating Deth (Phase γ),Machine Girl,Electronic / Dance,Drums,2014
No Sleep,Sway,Hip-Hop / Rap / R&B,Drums,2013
No Sleep,KSI,Hip-Hop / Rap / R&B,Drums,2013
No Sleep,Tigger Da Author,Hip-Hop / Rap / R&B,Drums,2013
No Sleep,Tubes,Hip-Hop / Rap / R&B,Drums,2013
Teenage Birdsong (Overmono Remix),Four Tet,Electronic / Dance,Drums,2019
The Bidness,Snoop Dogg,Hip-Hop / Rap / R&B,Vocals / Lyrics,2004
Wassup Wassup,Diplo,Electronic / Dance,Drums,2007
Wassup Wassup,Rye Rye,Electronic / Dance,Drums,2007
I Got Da Feelin',Sweet Tee,Hip-Hop / Rap / R&B,Drums,1988
Love Will Never Do (Without You) (UK Funky Mix),Janet Jackson,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Happy Birthday Nick,Ross From Friends,Electronic / Dance,Multiple Elements,2018
Ritmo De La Noche,Lorca,Electronic / Dance,Vocals / Lyrics,1990
The Real Wild House,Raul Orellana,Electronic / Dance,Vocals / Lyrics,1989
Walls,Trey Songz,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Walls,MIKExANGEL,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Walls,Chisanity,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Bring It Back,Ephwurd,Electronic / Dance,Vocals / Lyrics,2015
Turn It Up,Richie Rich,Electronic / Dance,Multiple Elements,1988
Rescue Me,Debbie Malone,Soul / Funk / Disco,Drums,1989
Anasickmodular,Floating Points,Electronic / Dance,Drums,2019
Elektricity Will Keep Me Warm,London Elektricity,Electronic / Dance,Drums,2011
Elektricity Will Keep Me Warm,Elsa Esmeralda,Electronic / Dance,Drums,2011
B.B.H.,Bmacthequeen,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
B.B.H.,Audio Push,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
B.B.H.,Hit-Boy,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
Síguelo,Wisin & Yandel,Hip-Hop / Rap / R&B,Vocals / Lyrics,2007
Signal,DJ Fresh,Electronic / Dance,Drums,2003
Turn the Music Louder (Rumble),KDA,Electronic / Dance,Drums,2015
Turn the Music Louder (Rumble),Tinie Tempah,Electronic / Dance,Drums,2015
Turn the Music Louder (Rumble),Katy B,Electronic / Dance,Drums,2015
Glamorous Life,Cool C,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
"Showreel, Pt. 2",DjRum,Electronic / Dance,Multiple Elements,2017
Can't Tell Me Shit,Tha Alkaholiks,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
Contact,Kelela,Electronic / Dance,Drums,2023
Pussy Ride,DJ Funk,Electronic / Dance,Drums,1996
Mosaic,KOAN Sound,Electronic / Dance,Multiple Elements,2014
Mosaic,Culprate,Electronic / Dance,Multiple Elements,2014
Mosaic,Asa & Sorrow,Electronic / Dance,Multiple Elements,2014
One Time Fo' Ya Mind,Paris,Hip-Hop / Rap / R&B,Vocals / Lyrics,1994
Bring in the Katz,KW Griff,Electronic / Dance,Drums,2012
Bring in the Katz,Pork Chop,Electronic / Dance,Drums,2012
Roxanne's on a Roll,The Real Roxanne,Hip-Hop / Rap / R&B,Multiple Elements,1988
Walk This Land,E-Z Rollers,Electronic / Dance,Drums,1998
How Love Begins,DJ Fresh,Electronic / Dance,Drums,2015
How Love Begins,High Contrast,Electronic / Dance,Drums,2015
How Love Begins,Dizzee Rascal,Electronic / Dance,Drums,2015
Body Language,Heidi Montag,Rock / Pop,Vocals / Lyrics,2009
NO ONE LOVES ME,Black Eyed Peas,Hip-Hop / Rap / R&B,Multiple Elements,2022
NO ONE LOVES ME,Nicole Scherzinger,Hip-Hop / Rap / R&B,Multiple Elements,2022
Get Off Your Ass & Jam,Anquette,Hip-Hop / Rap / R&B,Multiple Elements,1987
Roll the Beats (Inject the Bass Mix),DJ Hype,Electronic / Dance,Multiple Elements,1994
Roll the Beats (Inject the Bass Mix),MC GQ,Electronic / Dance,Multiple Elements,1994
Think,Main Source,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Break of Dawn,Rhythm on the Loose,Electronic / Dance,Drums,1991
Put That Woman First (Calibre Remix),Jaheim,Electronic / Dance,Drums,2003
Jungle Chase (Background Music),Yuzo Koshiro,Soundtrack / Library,Multiple Elements,1992
Say You Do,Sigala,Electronic / Dance,Multiple Elements,2016
Say You Do,DJ Fresh,Electronic / Dance,Multiple Elements,2016
Say You Do,Imani Williams,Electronic / Dance,Multiple Elements,2016
Mr. Kirk's Nightmare,4 Hero,Electronic / Dance,Drums,1990
Youth,Ben Khan,Electronic / Dance,Vocals / Lyrics,2014
Fantaisie Sign,Yoko Kanno,Soundtrack / Library,Multiple Elements,1998
Fantaisie Sign,The Seatbelts,Soundtrack / Library,Multiple Elements,1998
Fantaisie Sign,Carla Vallet,Soundtrack / Library,Multiple Elements,1998
Don't Be Afraid to Be Different,Logic,Hip-Hop / Rap / R&B,Drums,2019
Don't Be Afraid to Be Different,Will Smith,Hip-Hop / Rap / R&B,Drums,2019
SuperNegroes,Pac Div,Hip-Hop / Rap / R&B,Multiple Elements,2011
Why You Wanna Trip on Me,Michael Jackson,Rock / Pop,Drums,1991
Hollaback Girl (Hollatronix Remix),Gwen Stefani,Electronic / Dance,Drums,2005
The Rain,Photek,Electronic / Dance,Multiple Elements,1994
Boys Will Be Boys (Zach Witness Remix),Dua Lipa,Electronic / Dance,Multiple Elements,2020
Boys Will Be Boys (Zach Witness Remix),The Blessed Madonna,Electronic / Dance,Multiple Elements,2020
Mi Piace,Tony Effe,Hip-Hop / Rap / R&B,Vocals / Lyrics,2021
Mi Piace,Sfera Ebbasta,Hip-Hop / Rap / R&B,Vocals / Lyrics,2021
Close Your Eyes ('XXX' Mix),Acen,Electronic / Dance,Drums,1991
Kool FM,Four Tet,Electronic / Dance,Drums,2013
Anti-nigger Machine,Public Enemy,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Gentleman,Venetian Snares,Electronic / Dance,Multiple Elements,2008
Your Smile,Charly Lownoise,Electronic / Dance,Vocals / Lyrics,1996
Your Smile,Mental Theo,Electronic / Dance,Vocals / Lyrics,1996
Up All Night,John B,Electronic / Dance,Multiple Elements,2001
Mr. Maverick,Calibre,Electronic / Dance,Drums,2004
Lesson 4,DJ Shadow,Hip-Hop / Rap / R&B,Multiple Elements,1991
Happenin' All Over Again (Italiano House Remix),Lonnie Gordon,Electronic / Dance,Vocals / Lyrics,1990
Think,Information Society,Electronic / Dance,Vocals / Lyrics,1990
In Motion (Beats & Breakdown),Precious,Electronic / Dance,Drums,1989
Thinking About You,Axwell Λ Ingrosso,Electronic / Dance,Multiple Elements,2016
I Go to Work,Kool Moe Dee,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Clock Tower,Hidenori Shoji,Soundtrack / Library,Drums,2002
Clock Tower,Haruyoshi Tomita,Soundtrack / Library,Drums,2002
You & Me (Bicep Remix),Disclosure,Electronic / Dance,Vocals / Lyrics,2013
Hip This House (The Leon Lee Special),Shadows J,Electronic / Dance,Drums,1990
Hittin' Hard Balls,Tuff Crew,Hip-Hop / Rap / R&B,Drums,1990
Hungry Ham,A$AP Ferg,Hip-Hop / Rap / R&B,Vocals / Lyrics,2016
Hungry Ham,Skrillex,Hip-Hop / Rap / R&B,Vocals / Lyrics,2016
Hungry Ham,Crystal Caines,Hip-Hop / Rap / R&B,Vocals / Lyrics,2016
Traveling at the Speed of Thought (Remix),Ultramagnetic MC's,Hip-Hop / Rap / R&B,Vocals / Lyrics,1988
Rapper's Delight (Ben Liebrand 89 Mix),Sugarhill Gang,Hip-Hop / Rap / R&B,Multiple Elements,1989
Get Some,DJ Die,Electronic / Dance,Drums,2009
Get Some,Break,Electronic / Dance,Drums,2009
Somebody for Me,Heavy D & the Boyz,Hip-Hop / Rap / R&B,Drums,1989
Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini,Bombalurina,Rock / Pop,Vocals / Lyrics,1990
Midnight Express,Netsky,Electronic / Dance,Drums,2009
Renegade Mastah,HI-LO,Electronic / Dance,Multiple Elements,2015
No Me Sueltes,Rauw Alejandro,Rock / Pop,Vocals / Lyrics,2022
Lala Song (Tocadisco Remix),Bob Sinclar,Electronic / Dance,Vocals / Lyrics,2009
Lala Song (Tocadisco Remix),Sugarhill Gang,Electronic / Dance,Vocals / Lyrics,2009
I Shouldn't Have Done It,Slick Rick,Hip-Hop / Rap / R&B,Multiple Elements,1991
Get Edgy,Hideki Naganuma,Soundtrack / Library,Vocals / Lyrics,2005
One Mistake (Master Mix),Seduction,Electronic / Dance,Vocals / Lyrics,1990
Hey Lover (Street Version),LL Cool J,Hip-Hop / Rap / R&B,Vocals / Lyrics,1996
Hey Lover (Street Version),Boyz II Men,Hip-Hop / Rap / R&B,Vocals / Lyrics,1996
(I Wanna Give You) Devotion,Nomad,Hip-Hop / Rap / R&B,Drums,1990
(I Wanna Give You) Devotion,MC Mikee Freedom,Hip-Hop / Rap / R&B,Drums,1990
Smoke Chronic,Jay Rock,Hip-Hop / Rap / R&B,Vocals / Lyrics,2009
Smoke Chronic,Spider Loc,Hip-Hop / Rap / R&B,Vocals / Lyrics,2009
Smoke Chronic,ScHoolboy Q,Hip-Hop / Rap / R&B,Vocals / Lyrics,2009
Spin That Wheel,Hi Tek 3,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Spin That Wheel,Ya Kid K,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Gittin' Funky (UK Remix),Kid 'N Play,Hip-Hop / Rap / R&B,Drums,1988
Everything You Never Had (We Had It All),BrEaCh,Electronic / Dance,Multiple Elements,2013
Everything You Never Had (We Had It All),Andreya Triana,Electronic / Dance,Multiple Elements,2013
Voodoo Child (Brainstorm Mix),Voodoo Child,Electronic / Dance,Drums,1991
Got the Rhythm,A Skillz,Electronic / Dance,Vocals / Lyrics,2008
Got the Rhythm,Beardyman,Electronic / Dance,Vocals / Lyrics,2008
Afterglow,Wilkinson,Electronic / Dance,Drums,2013
Super Mario Land,Ambassadors of Funk,Electronic / Dance,Vocals / Lyrics,1992
Super Mario Land,MC Mario,Electronic / Dance,Vocals / Lyrics,1992
"""I Secretly Love U""",Snail's House,Electronic / Dance,Multiple Elements,2016
Hopelessness,Sewerslvt,Electronic / Dance,Drums,2019
Hey DJ / I Can't Dance (To That Music You're Playing),The Beatmasters,Hip-Hop / Rap / R&B,Drums,1989
Hey DJ / I Can't Dance (To That Music You're Playing),Betty Boo,Hip-Hop / Rap / R&B,Drums,1989
Keep on Movin',Five,Rock / Pop,Vocals / Lyrics,1999
Get Down,RetroVision,Electronic / Dance,Multiple Elements,2018
The Bonnie & Clyde Theme,Yo-Yo,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
The Bonnie & Clyde Theme,Ice Cube,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
Three Little Birdies Down Beats,The Chemical Brothers,Electronic / Dance,Drums,1995
Solitary Native,Alix Perez,Electronic / Dance,Vocals / Lyrics,2006
Solitary Native,Sabre,Electronic / Dance,Vocals / Lyrics,2006
That's Enough,Hideki Naganuma,Soundtrack / Library,Vocals / Lyrics,2000
Rapid Fire,Santi,Hip-Hop / Rap / R&B,Vocals / Lyrics,2018
Rapid Fire,Shane Eagle,Hip-Hop / Rap / R&B,Vocals / Lyrics,2018
Rapid Fire,Tomi Agape,Hip-Hop / Rap / R&B,Vocals / Lyrics,2018
Rapid Fire,Amaarae,Hip-Hop / Rap / R&B,Vocals / Lyrics,2018
Lexapro Delirium,Sewerslvt,Electronic / Dance,Multiple Elements,2020
Handle My Biz,Wiz Khalifa,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
Handle My Biz,JR Donato,Hip-Hop / Rap / R&B,Vocals / Lyrics,2014
Hearts on Fire,Cut Copy,Electronic / Dance,Vocals / Lyrics,2007
911 Is a Joke,Public Enemy,Hip-Hop / Rap / R&B,Drums,1990
Run It Up,Kur,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Run It Up,Lil Uzi Vert,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
What Do You Do,A$AP Ferg,Hip-Hop / Rap / R&B,Vocals / Lyrics,2017
What Do You Do,NAV,Hip-Hop / Rap / R&B,Vocals / Lyrics,2017
Sexy Robotica,Don Omar,Rock / Pop,Vocals / Lyrics,2009
Bass (How Low Can You Go),Simon Harris,Electronic / Dance,Vocals / Lyrics,1988
Southside,Trinidad Jame$,Hip-Hop / Rap / R&B,Vocals / Lyrics,2012
Southside,ForteBowie,Hip-Hop / Rap / R&B,Vocals / Lyrics,2012
Dope,Jeremih,Hip-Hop / Rap / R&B,Multiple Elements,2014
Dope,Shlohmo,Hip-Hop / Rap / R&B,Multiple Elements,2014
(So Far) the Ghetto's Been Good to Me,YZ,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
Everybody (All Over the World),FPI Project,Electronic / Dance,Drums,1990
Two to Make It Right (The Club Mix),Seduction,Electronic / Dance,Multiple Elements,1989
Give Thanks,Kero One,Hip-Hop / Rap / R&B,Vocals / Lyrics,2005
Did You Come to Party?,Spoonie Gee,Hip-Hop / Rap / R&B,Vocals / Lyrics,1987
Don't Scandalize Mine,Sugar Bear,Hip-Hop / Rap / R&B,Hook / Riff,1988
Play Date,Melanie Martinez,Rock / Pop,Vocals / Lyrics,2015
Busy Earnin' (Special Request VIP),Jungle,Electronic / Dance,Drums,2015
Mistakes of a Woman in Love With Other Men,Slick Rick,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
